id,year,dateInserted,datePublished,doctype,doi,pmid,linkout,timesCited,altmetric,venue,publisher,title,openAccess,concepts,meshTerms
pub.1126705502,2020,4/17/2020,1/1/2020,preprint,10.2139/ssrn.3569856,,,0,,SSRN Electronic Journal,Elsevier,"Clinical Characteristics of Emergency Surgery Patients-Infected COVID-19 Pneumonia in Wuhan, China: A Retrospective Cohort Study",oa_all • green_sub,emergency surgery patients • retrospective cohort study • clinical symptoms • health care workers • preoperative fever • postoperative fever • dry cough • cohort study • median age • Zhongnan Hospital • care workers • main clinical symptoms • institutional ethics committee • surgery patients • clinical characteristics • reactive protein • pneumonia cases • epidemiological features • disease patients • outcome data • pneumonia • patients • fever • emergency operation • symptoms • greater risk • management guidelines • Ethics Committee • nausea • dizziness • cough • hospital • women • final date • age • marked differences • lymphopenia • fatigue • study • Clinical • Wuhan University • risk • workers • days • guidelines • years • interim • differences • cases • Committee • protein • date • laboratory • data • University • Wuhan • authors • features • characteristics • research • statements • method • China • operation • interest • world • one • thousands • foundation • National Natural Science Foundation • Natural Science Foundation • paper • Science Foundation • novel coronavirus disease (COVID-19) patients • coronavirus disease (COVID-19) patients • COVID-19 pneumonia • COVID-19 Methods • Associated main clinical symptom • ESP-infected COVID-19 patients • COVID-19 patients • pathological clinical symptoms • COVID-19 • non-COVID-19 patients • common COVID-19 pneumonia cases • COVID-19 pneumonia cases • Emergency Surgery Patients-Infected COVID-19 Pneumonia • Surgery Patients-Infected COVID-19 Pneumonia • Patients-Infected COVID-19 Pneumonia,
pub.1126706094,2020,4/17/2020,4/15/2020,article,10.1101/2020.04.11.20061739,,https://www.medrxiv.org/content/medrxiv/early/2020/04/20/2020.04.11.20061739.full.pdf,0,80,medRxiv,Cold Spring Harbor Laboratory,Clinical efficacy of intravenous immunoglobulin therapy in critical patients with COVID-19: A multicenter retrospective cohort study,oa_all • green_pub,multicenter retrospective cohort study • intravenous immunoglobulin therapy • retrospective cohort study • day mortality • clinical efficacy • IVIG group • IVIG therapy • immunoglobulin therapy • cohort study • subgroup analysis • risk factors • clinical classification • high dose • organ function • Sequential Organ Failure Assessment score • Chronic Health Evaluation (APACHE II) score • Organ Failure Assessment score • severe type • Cox proportional hazards model • higher Acute Physiology • lower lymphocyte counts • proportional hazards model • total duration • electronic medical records • clinical study reports • IVIg dosage • Acute Physiology • hospital stay • overall patients • oxygenation index • lymphocyte count • baseline characteristics • Secondary outcomes • primary outcome • thousands of deaths • Cox regression • medical records • IVIG • inflammatory response • clinical basis • critical patients • specific treatment • hazards model • patients • pathological mechanisms • treatment centers • inflammation response • assessment scores • therapy • mortality • treatment population • exposure factors • laboratory data • efficacy • prognosis • infection • disease • dose • days • outcomes • evaluation scores • treatment • study reports • scores • duration • group • early stages • hospitalization • stay • IL-6 • hospital • factors • study • response • death • short period • cases • dosage • counts • report • regression • population • physiology • types • index • period • function • total length • levels • records • classification • center • timing • analysis • mechanism • purpose • stage • data • time • choice • critical types • method • length • results • characteristics • basis • model • parameters • interpretation • world • China • thousands • government • Summary Background Coronavirus disease 2019 • Background Coronavirus disease 2019 • Coronavirus disease 2019 • disease 2019 • COVID-19 • adult critical COVID-19 patients • critical COVID-19 patients • COVID-19 patients • Findings 325patients • Health Evaluation (APACHII) score • Failure Assessment (SOFA) score • SARS-CoV-2 infection • SARS-COV-2 • mortality Clinical efficacy,
pub.1126700376,2020,4/17/2020,1/1/2020,preprint,10.2139/ssrn.3569837,,,0,,SSRN Electronic Journal,Elsevier,Association of Angiotensin II Receptor Blockers and Angiotensin-Converting Enzyme Inhibitors on COVID-19-Related Outcome,oa_all • green_sub,angiotensin receptor blockers • Seoul National University Hospital • National University Hospital • ACE inhibitors • hazard ratio • receptor blockers • University Hospital • enzyme inhibitors • use of ARBs • Angiotensin-Converting Enzyme Inhibitors • angiotensin-converting enzyme inhibitor • angiotensin II receptor blockers • prevalence of hypertension • crude hazard ratio • association of hypertension • ACE inhibitor group • institutional review board • pneumonia cohort • overall patients • retrospective cohort • median age • adverse outcomes • Cox regression • Korea Centers • patients • inhibitor group • hypertension • comorbidities • Disease Control • informed consent • review board • favorable effect • age • blockers • hospital • cohort • infection • inhibitors • association • contradictory associations • present study • death • outcomes • sex • sustained use • urgent need • pneumonia • study • prevalence • mortality • prevention • consent • SARS • days • regression • group • years • data • use • research grant • control • center • increase • effect • hypothesis • results • need • different hypotheses • ratio • authors • comparison • trends • Korea • grants • interest • board • light • SARS-CoV-2 • COVID-19 patients • laboratory-confirmed SARS-CoV-2 infection • SARS-CoV-2 infection • association of ARBs • retrospective pneumonia cohort • COVID-19 • II Receptor Blockers • COVID-19-Related Outcome,
pub.1126697110,2020,4/17/2020,6/1/2020,article,10.1016/j.cmi.2020.04.012,32304745,https://doi.org/10.1016/j.cmi.2020.04.012,10,2,Clinical Microbiology and Infection,Elsevier,"Risk factors for disease severity, unimprovement, and mortality of COVID-19 patients in Wuhan, China",oa_all • gold_bronze,risk factors • muscle aches • chronic diseases • disease severity • multivariate logistic regression analysis • retrospective cohort study • independent risk factor • logistic regression analysis • older patients • cohort study • consecutive patients • male sex • Renmin Hospital • mortality rate • patients • disease • expectoration • regression analysis • hospital • mortality • severity • albumin • AChE • follow • factors • sex • total • study • Wuhan University • rate • improvement • objective • conditions • Wuhan • analysis • critical conditions • characteristics • University • light • China • kind • coronavirus disease • unimprovement • COVID-19 • COVID-19 patients • mild COVID-19 • critical COVID-19 condition • COVID-19 condition • severe COVID-19 condition,
pub.1126702174,2020,4/17/2020,1/1/2020,preprint,10.2139/ssrn.3570565,,https://doi.org/10.1101/2020.04.07.20054585,1,,SSRN Electronic Journal,Elsevier,Proteomic and Metabolomic Characterization of COVID-19 Patient Sera,oa_all • green_sub,severe patients • anti-viral therapy • complement system pathway • training cohort • patient sera • effective treatment • platelet degranulation • patients • independent patients • control individuals • system pathways • metabolite biomarkers • early detection • molecular pathophysiology • implicating dysregulation • serum • molecular changes • metabolomic profiling • disease • serum proteins • metabolic suppression • pathophysiology • therapy • cohort • degranulation • mortality • metabolomic measurements • progression • biomarkers • macrophages • metabolomic characterization • dysregulation • treatment • suppression • individuals • pathway • study • protein • major challenge • changes • profiling • data • proteomics • detection • potential • challenges • model • measurements • characterization • accuracy • machine • Severe COVID-19 patients • COVID-19 patients • COVID-19 • COVID-19 patients implicating dysregulation • patients implicating dysregulation • massive metabolic suppression • severe COVID-19 disease • COVID-19 disease • COVID-19 Patient Sera,
pub.1126694370,2020,4/17/2020,1/1/2020,preprint,10.2139/ssrn.3566254,,,0,,SSRN Electronic Journal,Elsevier,U-Shaped Association Between Baseline Neutrophil Count (bNC) And COVID-19-Related Mortality: A Retrospective Cohort Study in Chinese Patient Diagnosed with COVID-19 Infection,oa_all • green_sub,baseline neutrophil count • early risk stratification • neutrophil count • cohort study • risk stratification • retrospective cohort study • First People's Hospital • higher neutrophil counts • Cox regression model • local ethics committee • poor prognosis • People's Hospital • Chinese patients • retrospective design • shaped associations • patients • descriptive study • Chinese hospitals • informed consent • hospital • infection • mortality • death • Ethics Committee • medical decisions • association • regression models • anonymous data • counts • participants • prognosis • study • stratification • safe range • risk • total • consent • findings • data analysis • Committee • rate • correlation • analysis • addition • data • relationship • district • potential • authors • trends • range • decisions • statements • interest • model • change rate • design • China • foundation • methodology • National Natural Science Foundation • Natural Science Foundation • Science Foundation • algorithm • recursive algorithm • Jiangxia District • COVID19 infection • two-piecewise Cox regression model • NCR • COVID19-related death • COVID-19-Related Mortality • COVID-19 Infection,
pub.1126675701,2020,4/16/2020,4/13/2020,preprint,10.21203/rs.3.rs-22829/v1,,https://assets.researchsquare.com/files/rs-22829/v1/manuscript.pdf,0,4,Research Square,Research Square,Recurrence of Positive SARS-CoV-2 Viral RNA in Recovered COVID-19 Patients During Medical Isolation Observation,oa_all • green_pub,viral RNA • symptomatic recurrence • younger patients • cohort study • better prognosis • severe patients • patients • infectivity assessment • recurrence • dynamic surveillance • prognosis • follow • RNA • surveillance • females • assessment • study • cases • rate • test • average • more attention • observations • importance • attention • positive SARS-CoV-2 viral RNA • SARS-CoV-2 viral RNA • recovered COVID-19 patients • COVID-19 patients • medical isolation observation • isolation observation • SARS-CoV-2 RNA • clinical symptomatic recurrence • COVID-19 • higher re-positive rate • re-positive rate • re-positive cases,
pub.1126682276,2020,4/16/2020,4/16/2020,article,10.1093/cid/ciaa443,32296824,https://academic.oup.com/cid/advance-article-pdf/doi/10.1093/cid/ciaa443/33049812/ciaa443.pdf,5,5,Clinical Infectious Diseases,Oxford University Press (OUP),"A Tool to Early Predict Severe Corona Virus Disease 2019 (COVID-19) : A Multicenter Study using the Risk Nomogram in Wuhan and Guangdong, China",oa_all • gold_bronze,validation cohort • training cohort • red blood cell distribution width • non-severe group • higher clinical net benefit • high serum lactate dehydrogenase • clinical net benefit • risk stratification tool • serum lactate dehydrogenase • blood urea nitrogen • cell distribution width • independent validation cohort • low albumin • stratification tool • risk nomogram • reactive protein • prediction nomogram • severe patients • multicenter study • early treatment • direct bilirubin • high risk • urea nitrogen • patients • early identification • older age • cohort • decision curves • nomogram • curve analysis • distribution width • lactate dehydrogenase • baseline data • admission • hospitalization • group • bilirubin • clinicians • progression • coefficient of variation • age • treatment • risk • cases • days • albumin • optimal agreement • net benefit • management • study • dehydrogenase • benefits • protein • curves • data • identification • tool • effective model • analysis • observations • Wuhan • actual observations • probability • model • Guangdong • calibration curve • state • variation • China • three-center • prediction • agreement • width • coefficient • performance • nitrogen • centralized management • reliable risk stratification tool • severe coronavirus disease 2019 (COVID-19) patients • coronavirus disease 2019 (COVID-19) patients • disease 2019 (COVID-19) patients • severe COVID-19 • COVID-19 • non-severe COVID-19 patients • COVID-19 patients • critical COVID-19 • non-severe state • risk prediction nomogram • blood cell distribution width • clinical impact curve analysis • impact curve analysis • Severe Corona Virus Disease 2019 • Corona Virus Disease 2019 • Virus Disease 2019 • Disease 2019,
pub.1126675691,2020,4/16/2020,4/13/2020,preprint,10.21203/rs.3.rs-22140/v1,,https://assets.researchsquare.com/files/rs-22140/v1/manuscript.pdf,0,,Research Square,Research Square,Development and Validation of a Diagnostic Nomogram to Predict COVID-19 Pneumonia,oa_all • green_pub,external validation cohort • diagnostic nomogram • pneumonia patients • predictive factors • validation cohort • white blood cell count • multivariable logistic regression methods • bilateral lower lobes • decision curves • blood cell count • ground glass opacity • severe respiratory illness • Univariable regression • primary cohort • lower lobe • respiratory illness • glass opacity • clinical usefulness • multivariable regression • pneumonia • cell count • logistic regression method • terms of discrimination • nomogram • cohort • epidemiological history • internal validation • patients • virus • external validation data • regression • pleura • illness • prediction probability • factors • lobe • counts • conclusion • opacity • aim • curves • history • study • background • usefulness • aggression • validation • statistics • patterns • validation data • data • development • regression method • discrimination • method • results • probability • good calibration curve • parallel • calibration curve • terms • impact curve • calibration • COVID-19 virus • effective diagnostic nomogram • COVID-19 pneumonia patients • LASSO aggression • COVID-19 pneumonia • clinical impact curve • fan-shaped lesion parallel • lesion parallel • initial viral nucleic acid nomogram • viral nucleic acid nomogram • nucleic acid nomogram • acid nomogram,
pub.1126670024,2020,4/16/2020,4/15/2020,article,10.2340/16501977-2677,32286675,,1,299,Journal of Rehabilitation Medicine,,Covid-19 and Post Intensive Care Syndrome: A Call for Action.,closed,intensive care syndrome • Post Intensive Care Syndrome • further medical attention • mechanical ventilation • early rehabilitation • intensive care • medical attention • adequate screening • healthcare system • syndrome • pandemic • daily onslaught • patients • cohort • infection • survivors • weeks • care • ventilation • intervention • rehabilitation • action • severe conditions • screening • medium-term consequences • consequences • calls • conditions • attention • illusion • system • onslaught • prediction • dangerous illusion • notion • speed • astonishing speed • aftershocks • Covid-19 pandemic • post-intensive case survivors • case survivors • Care Syndrome • inevitable aftershock • Covid-19,"Betacoronavirus • Cohort Studies • Coronavirus Infections • Critical Care • Humans • Pandemics • Patient Discharge • Pneumonia, Viral • Rehabilitation • Respiration, Artificial • Subacute Care"
pub.1126669914,2020,4/16/2020,4/10/2020,article,10.1515/cclm-2020-0369,32286245,https://www.degruyter.com/downloadpdf/journals/cclm/ahead-of-print/article-10.1515-cclm-2020-0369/article-10.1515-cclm-2020-0369.pdf,12,34,Clinical Chemistry and Laboratory Medicine,De Gruyter,"Hematologic, biochemical and immune biomarker abnormalities associated with severe illness and mortality in coronavirus disease 2019 (COVID-19): a meta-analysis.",oa_all • gold_bronze,China National Knowledge Infrastructure • laboratory parameters • platelet count • serum ferritin • fatal form • non-severe disease • white blood cell count • biomarkers of inflammation • risk stratification model • blood cell count • National Knowledge Infrastructure • Web of Science • laboratory abnormalities • lymphocyte count • critical illness • kidney function • respiratory distress • immunologic biomarkers • hospitalized patients • laboratory predictors • WBC count • laboratory findings • coagulation measures • severe illness • biomarker abnormalities • muscle injury • interleukin 6 • severe disease • separate cohort • potential progression • electronic search • patients • cell count • fatal disease • Knowledge Infrastructure • stratification model • mean difference • disease • illness • confidence intervals • biomarkers • abnormalities • discriminative ability • survivors • counts • strongest discriminator • progression • ferritin • urgent need • total number • inflammation • IL-6 • hematologic • MEDLINE • study • injury • lymphocytes • cohort • mortality • clinicians • severity • liver • Scopus • distress • predictors • markers • conclusion • RAGE • findings • intervals • differences • background • measures • need • search • function • ability • data • identification • number • form • discriminator • results • analysis • parameters • method • Web • model • science • infrastructure • coronavirus disease 2019 (COVID-19) pandemic rages • disease 2019 (COVID-19) pandemic rages • pandemic rages • COVID-19 • non-severe COVID-19 • fatal COVID-19 • immune biomarker abnormalities • coronavirus disease 2019 • disease 2019,
pub.1126651535,2020,4/16/2020,4/1/2020,article,10.1016/j.ajem.2020.04.032,32336583,https://doi.org/10.1016/j.ajem.2020.04.032,1,1,The American Journal of Emergency Medicine,Elsevier,Redesigning emergency department operations amidst a viral pandemic,oa_all • gold_bronze,emergency department • community-based care • respiratory disease outbreaks • symptomatic patients • certain medications • disease burden • patient volume • surge capacity • patient inflow • viral pandemics • hospital administration • pandemic • patients • emergency department operations • portable radiographic equipment • outbreak • areas of intervention • radiographic equipment • disease outbreaks • medications • past outbreaks • hospital • equipment needs • administration • triage • care • CDC • front line • department operations • intervention • burden • exposure • departmental operations • Department • screening • guidelines • staff • need • PPE • volume • experience • lines • strategies • units • operation • time • area • capacity • supply • transport • inflow • equipment • way • paper • current COVID-19 pandemic • COVID-19 pandemic • viral respiratory disease outbreaks • staggering patient volume • elevated disease burden • PPE guidelines • upstocking • respiratory supplies,
pub.1126662670,2020,4/16/2020,4/14/2020,article,10.1101/2020.04.09.20059626,,https://www.medrxiv.org/content/medrxiv/early/2020/04/14/2020.04.09.20059626.full.pdf,1,59,medRxiv,Cold Spring Harbor Laboratory,Neutrophil extracellular traps (NETs) as markers of disease severity in COVID-19,oa_all • green_pub,neutrophil extracellular traps • cell-free DNA • absolute neutrophil count • MPO-DNA • respiratory failure • neutrophil count • histone H3 • extracellular traps • patients breathing room air • acute respiratory distress syndrome • role of NETs • Cit-H3 • respiratory distress syndrome • breathing room air • acute phase reactants • lungs of patients • novel therapeutic target • DNA • potential clinical relevance • microbicidal proteins • viral pneumonia • distress syndrome • microvascular thrombosis • reactive protein • hospitalized patients • mechanical ventilation • platelet levels • worse outcomes • cytokine release • phase reactants • longitudinal cohort • control neutrophils • blood neutrophils • protein • severe cases • clinical relevance • therapeutic target • patients • disease severity • room air • oxidant enzymes • elevated levels • specific markers • neutrophils • chromatin • serum • future studies • H3 • net release • enzyme • markers • high levels • dehydrogenase • counts • failure • pneumonia • thrombosis • inflammation • levels • syndrome • lung • cohort • infection • release • severity • ventilation • outcomes • traps • target • dimer • role • predictive power • findings • individuals • summary • study • cases • relevance • Web • potential • extent • data • air • reactants • power • coronavirus disease 2019 • disease 2019 • extracellular webs • COVID-19 • hospitalized patients breathing room air • severe COVID-19,
pub.1126655105,2020,4/16/2020,4/14/2020,article,10.1101/2020.04.09.20059964,,https://www.medrxiv.org/content/medrxiv/early/2020/04/14/2020.04.09.20059964.full.pdf,2,125,medRxiv,Cold Spring Harbor Laboratory,"Covid-19 Testing, Hospital Admission, and Intensive Care Among 2,026,227 United States Veterans Aged 54-75 Years",oa_all • green_pub,intensive care • comorbid conditions • black race • national Veterans Affairs (VA) healthcare system • Conditional multivariable logistic regression • vital signs • Veterans Affairs Healthcare System • large integrated healthcare system • prior medication exposure • laboratory measures • retrospective cohort study • risk of hospitalization • multivariable logistic regression • electronic health record data • healthcare system • integrated healthcare system • health record data • VACS Index • subsequent hospitalization • medication exposure • laboratory abnormalities • cohort study • hospital admission • clinical factors • medication history • unadjusted analyses • independent association • MAIN OUTCOME • hospitalization • adjusted model • physiologic injury • demographic data • logistic regression • substance use • care • record data • limited data • patients • infection • association • summary measures • laboratory tests • United States • multiple imputation • signs • most cases • comorbidities • medications • admission • years • injury • factors • abnormalities • pandemic • measures • veterans • outcomes • risk • race • exposure • conclusion • participants • regression • data • setting • adjustment • index • history • testing • study • cases • relevance • test • analysis • use • sites • imputation • conditions • values • state • system • model • design • Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection • acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection • respiratory syndrome coronavirus 2 (SARS-CoV-2) infection • syndrome coronavirus 2 (SARS-CoV-2) infection • coronavirus 2 (SARS-CoV-2) infection • coronavirus disease 2019 • disease 2019 • SARS-Cov-2 infection • coronavirus 2019 • Covid-19 • Affairs Healthcare System • Covid-19 Testing • United States Veterans Aged 54 • States Veterans Aged 54 • Veterans Aged 54 • Aged 54,
pub.1126646188,2020,4/16/2020,6/1/2020,article,10.1016/j.jcv.2020.104370,32344321,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7194648,3,2,Journal of Clinical Virology,Elsevier,"Prognostic value of interleukin-6, C-reactive protein, and procalcitonin in patients with COVID-19",oa_all • green_pub,levels of interleukin-6 • severe group • mild group • reactive protein • disease severity • inflammatory cytokine storm • baseline clinical characteristics • retrospective cohort study • proportion of patients • proportional hazards model • ability of interleukin-6 • cytokine storm • clinical characteristics • cohort study • severe complications • PCT levels • serum levels • prognostic value • study population • inflammatory response • procalcitonin • severe cases • independent factors • hazards model • patients • interleukin-6 • CRP • pg/ • severity • demographic characteristics • admission • group • critical role • complications • levels • outcomes • protein • population • proportion • response • factors • study • cases • role • characteristics • ability • data • values • model • storms • coronavirus disease 2019 • disease 2019 • severity of COVID-19 • COVID-19,
pub.1126660420,2020,4/16/2020,4/14/2020,article,10.1101/2020.04.08.20058180,,https://www.medrxiv.org/content/medrxiv/early/2020/04/14/2020.04.08.20058180.full.pdf,1,9,medRxiv,Cold Spring Harbor Laboratory,Impact of COVID-19 pandemic on severity of illness and resources required during intensive care in the greater New York City area,oa_all • green_pub,severity of illness • proportion of patients • length of stay • ventilator requirement • ICU beds • large health system • New York City area • tele-ICUs • tele-ICU systems • ICU patients • female patients • ICU occupancy • pandemic period • intensive care • proportion of beds • patient population • MAIN OUTCOME • Hispanic ethnicity • ICU capacity • patients • care program • bed occupancy • pandemic response • illness • descriptive study • greater New York City area • severity • hourly occupancy • health system • higher severity • ICUs • Northwell Health • hours • proportion • large group • similar extracts • ICU • stay • hospital • cohort • baseline • pandemic • care • city area • outcomes • epidemic • data extracts • extracts • health • resource utilization • ethnicity • conclusion • group • population • response • period • data • bed • study • increase • relevance • measures • area • changes • average • program • addition • quality • hourly analysis • utilization • impact • census • comparison • length • occupancy • analysis • capacity • initiatives • system • requirements • midst • resources • metrics • DRS • York City area • Northwell Health tele-ICUs • Health tele-ICUs • Northwell tele-critical care program • tele-critical care program • Average hourly occupancy • Median DRS • COVID-19 epidemic • typical census • COVID-19 pandemic,
pub.1126660229,2020,4/16/2020,8/1/2020,article,10.1016/j.jcrc.2020.04.004,32330817,https://doi.org/10.1016/j.jcrc.2020.04.004,1,6,Journal of Critical Care,Elsevier,"Clinical presentation and initial management critically ill patients with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in Brescia, Italy",oa_all • gold_hybrid,noninvasive ventilation • ill patients • Severity Scale • single-center observational cohort study • observational cohort study • ACE-inhibitors • median age 64 • short-term course • ICU course • clinicians' management • most patients • cohort study • initial management • ICU patients • clinical presentation • treatment algorithm • bedside clinicians • ongoing pandemic • age 64 • patients • patient data • ICU • infection • ventilation • healthcare infrastructure • treatment • tocilizumab • management • hypertension • hydroxychloroquine • obese • pneumonia • ritonavir • hospital • clinicians • course • pandemic • antibiotics • risk • presentation • aerosolization • Brescia • history • study • Italy • Lombardy • scale • strains • use • data • part • floor • massive strain • information • method • materials • Hubei • China • incomplete information • infrastructure • algorithm • COVID-19 • daily patient data • provider infection • lopinivir/ritonavir • risk of aerosolization • severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection • acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection • respiratory syndrome coronavirus 2 (SARS-CoV-2) infection • syndrome coronavirus 2 (SARS-CoV-2) infection • coronavirus 2 (SARS-CoV-2) infection,
pub.1126657266,2020,4/16/2020,4/14/2020,article,10.1101/2020.04.11.20055483,,https://www.medrxiv.org/content/medrxiv/early/2020/04/14/2020.04.11.20055483.full.pdf,2,29,medRxiv,Cold Spring Harbor Laboratory,Anosmia and dysgeusia in patients with mild SARS-CoV-2 infection,oa_all • green_pub,unique clinical features • onset of illness • median onset • clinical features • patients • dysgeusia • rapid recovery • anosmia • onset • cohort • illness • infection • days • recovery • features • mild COVID19 • COVID19 • acute anosmia • mild SARS-CoV-2 infection • SARS-CoV-2 infection,
pub.1126659296,2020,4/16/2020,4/14/2020,article,10.1101/2020.04.09.20058941,,https://www.medrxiv.org/content/medrxiv/early/2020/04/14/2020.04.09.20058941.full.pdf,1,115,medRxiv,Cold Spring Harbor Laboratory,"Associations of clinical characteristics and antiviral drugs with viral RNA clearance in patients with COVID-19 in Guangzhou, China: a retrospective cohort study",oa_all • green_pub,viral RNA clearance • onset of illness • RNA clearance • clinical characteristics • antiviral drugs • viral RNA • median hospital stay • retrospective cohort study • lopinavir/ritonavir • severity of disease • time of reporting • antiviral regimens • corticosteroid use • hospital stay • respiratory symptoms • cohort study • hospital admission • retrospective study • treatment regimens • median length • illness onset • People's Hospital • treatment strategies • patients • older age • global pandemic • clearance • hospital • high body temperature • body temperature • regimens • illness • days • onset • drugs • isolation period • association • stay • ritonavir • admission • confounders • symptoms • disease • RNA • severity • pandemic • period • age • study • cases • use • reporting • time • factors • Guangzhou • characteristics • strategies • isolation • length • minimum • China • temperature • coronavirus disease 2019 • disease 2019 • optimal isolation period • COVID-19 • Guangzhou Eighth People's Hospital • Eighth People's Hospital • consecutive COVID-19 cases • COVID-19 cases,
pub.1126658372,2020,4/16/2020,4/15/2020,article,10.1111/jdv.16472,32294273,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jdv.16472,18,3,Journal of the European Academy of Dermatology and Venereology,Wiley,Urticarial eruption in COVID‐19 infection,oa_all • gold_bronze,case of rash • urticarial eruption • skin manifestations • clinical manifestations • new symptoms • Chinese cohort • pandemic conditions • symptoms • manifestations • rash • ageusia • patients • anosmia • cohort • infection • disease • virus • WHO • cases • eruption • conditions • world • ORL • sphere • Coronavirus disease • respiratory sphere • recent ORL • laboratory-confirmed Covid-19 • Covid-19 • COVID‐19 infection,
pub.1126642236,2020,4/16/2020,5/1/2020,article,10.1007/s11886-020-01291-4,32291526,https://link.springer.com/content/pdf/10.1007/s11886-020-01291-4.pdf,6,16,Current Cardiology Reports,Springer Nature,Outcomes in Patients with COVID-19 Infection Taking ACEI/ARB,oa_all • gold_bronze,ACEI/ARB • angiotensin-converting-enzyme inhibitors • diabetes mellitus • ACE2 receptor • SARS-CoV infection • enzyme 2 (ACE2) receptor • overexpression of angiotensin • SARS-CoV. • alveolar epithelial cells • receptor blockade • ill patients • poor outcome • cardiac injury • worse outcomes • patients • treatment practices • viral entry • available evidence • infection • epithelial cells • pandemic • receptors • lung • outcomes • cohort • theoretical benefits • ARB • disease pandemic • Recent studies • literature review • association • overall decrease • investigators • hypertension • mellitus • angiotensin • inflammation • blockade • significant evidence • findings • injury • physiological model • evidence • scientific associations • virus • heart • effect • inhibitors • positive effect • AHA • overexpression • feedback mechanism • hypothesis • net effect • extensive literature review • review • cells • mechanism • rapid evolvement • negative effects • decrease • valuable information • ACC • study • benefits • HFSA • date • entry • practice • correlation hypothesis • editorial • information • model • Council • evolvement • Severe acute respiratory syndrome coronavirus 2 • acute respiratory syndrome coronavirus 2 • respiratory syndrome coronavirus 2 • syndrome coronavirus 2 • coronavirus 2 • aggressive coronavirus disease (COVID-19) pandemic • coronavirus disease (COVID-19) pandemic • COVID-19 patients • Wuhan cohorts • COVID-19 • airway alveolar epithelial cells • SARS-CoV-2 • COVID-19 infections • ACE2 receptor blockade • possible retrograde feedback mechanism • retrograde feedback mechanism • SARS-CoV-2 causing COVID-19 • causing COVID-19 • Major cardiology scientific associations • cardiology scientific associations • ESC Hypertension Council • Hypertension Council,"Alveolar Epithelial Cells • Angiotensin Receptor Antagonists • Angiotensin-Converting Enzyme Inhibitors • Betacoronavirus • Comorbidity • Coronavirus • Coronavirus Infections • Diabetes Mellitus, Type 2 • Humans • Hypertension • Pandemics • Peptidyl-Dipeptidase A • Pneumonia, Viral • Practice Guidelines as Topic"
pub.1126634772,2020,4/14/2020,4/1/2020,article,10.1016/j.jinf.2020.04.004,32294504,https://doi.org/10.1016/j.jinf.2020.04.004,10,87,Journal of Infection,Elsevier,"CT imaging and clinical course of asymptomatic cases with COVID-19 pneumonia at admission in Wuhan, China",oa_all • gold_bronze,asymptomatic cases • ground glass opacity • nucleic acid testing • CT imaging • clinical course • acid testing • lower lymphocyte counts • history of exposure • evolution of lesions • progression patients • high CRP • asymptomatic patients • lymphocyte count • CT findings • clinical features • laboratory findings • asymptomatic infection • Renmin Hospital • glass opacity • CT scan • pneumonia • patients • unilateral location • characteristic signs • peripheral distribution • admission • hospital • symptoms • predominant feature • average days • imaging • days • short term • hospitalization • cough • fever • CRP • cases • findings • cohort • lesions • infection • course • scans • lobe • testing • surveillance • signs • exposure • counts • opacity • fatigue • great value • Wuhan University • history • definite characteristics • features • characteristics • location • values • University • Wuhan • attention • transmitter • terms • distribution • China • evolution • covert transmitter • COVID-19 pneumonia • SARS-COV-2 nucleic acid testing • SARS-CoV-2 • COVID-19 • negative nucleic acid testing,
pub.1126626299,2020,4/13/2020,4/11/2020,article,10.1101/2020.04.06.20056127,,https://www.medrxiv.org/content/medrxiv/early/2020/04/16/2020.04.06.20056127.full.pdf,0,2,medRxiv,Cold Spring Harbor Laboratory,"Prediction of the clinical outcome of COVID-19 patients using T lymphocyte subsets with 340 cases from Wuhan, China: a retrospective cohort study and a web visualization tool",oa_all • green_pub,Th/Ts • retrospective cohort study • helper T cells • lymphocyte subsets • T cells • logistic regression models • cohort study • Pulmonary Hospital • death cases • multivariate logistic regression model • suppressor T cells • time of hospitalization • patient's condition changes • clinical outcomes • clinical findings • poor prognosis • regression models • risk factors • close monitoring • two-sample t • disease status • immune system • patients • hospital • laboratory data • significant predictors • higher chance • fair predictive power • outcomes • age • cells • pseudo r • subset • hospitalization • prognosis • log scale • findings • cases • disease • pandemic • death • predictors • supplementary tool • study • outbreak • status • predictive power • factors • discharge • recovery • valuable information • evaluation • chance • test • scale • changes • monitoring • TS • data • Wuhan • tool • time • model • information • community • method • treatment process • China • epicenter • interpretation • system • global community • world • process • condition changes • applications • prediction • power • visualization tool • web applications • visualization applications • web visualization tools • Background Wuhan • coronavirus outbreak • Wuhan Pulmonary Hospital • COVID-19 patients • COVID-19 • free access web application • access web application • Baseline T lymphocyte Subsets • T lymphocyte Subsets • following significant predictors • McFadden pseudo R • web visualization application,
